0.1694008	0.1505676	-0.0649020	-0.0161008	2.6934575	-0.0582149
0.1652726	0.1657989	-0.0747100	0.0320593	2.6527482	0.7044166
0.1741188	0.1871543	-0.0687301	0.1323559	2.5951369	1.4647325
0.1590075	0.2089262	-0.0684581	0.2199919	2.5397936	2.2415949
0.1514303	0.1792710	-0.0750530	0.3552433	2.4894579	3.0036510
0.1762458	0.1785748	-0.0643146	0.4225208	2.4323479	3.7659772
0.1556551	0.2056044	-0.0644662	0.5351115	2.3688979	4.5388330
0.1646632	0.1515735	-0.0331682	0.6747361	2.2829452	5.3048993
0.1597252	0.1396554	-0.0685506	0.7613429	2.2041370	6.0569453
0.1591769	0.1584835	-0.0590701	0.8565969	2.1470138	6.8102308
0.1630222	0.1146027	-0.0532857	0.9194538	2.0715540	7.3760526
0.1754639	0.1749382	-0.0679839	1.0182147	2.0009218	8.1087350
0.1756414	0.1737791	-0.0532115	1.1006703	1.9252222	8.8673891
0.1745168	0.1523448	-0.0290559	1.2865451	1.7962841	9.6530122
0.1634839	0.1357900	-0.0454268	1.3043528	1.8002342	9.7914012
0.1510152	0.1896783	-0.0620151	1.3668231	1.6959392	10.5324978
0.1519406	0.2107824	-0.0504148	1.4863776	1.6515365	11.2855029
0.1368761	0.2087356	-0.0451911	1.5989417	1.5985630	12.0703891
0.1387579	0.1823165	-0.0227392	1.7150019	1.5425866	12.8233204
0.1322510	0.1853331	-0.0418841	1.8036031	1.5088190	13.5986976
0.1143389	0.1686797	-0.0553677	1.8677407	1.4792868	14.3745185
0.1593453	0.2229721	-0.0524922	1.8747362	1.4977643	15.1625523
0.1586267	0.1925375	-0.0376179	2.0102771	1.4689947	15.9066466
0.1553683	0.1429845	-0.0438207	2.2135154	1.3903621	16.4801810
0.1801155	-0.0847549	-0.0455533	2.2097593	1.4097484	16.9766677
0.1654070	-0.3052673	-0.0509195	2.1658039	1.3824008	17.3500880
0.1779100	-0.4942842	-0.0689724	2.0587828	1.4550496	17.5798054
0.1601207	-0.7137338	-0.0813456	1.9339961	1.4427116	17.7894073
0.1423982	-0.9644328	-0.1148372	1.6663237	1.3884145	18.0815405
0.1155431	-1.2003943	-0.1076220	1.5431763	1.3724713	18.1557499
0.1243956	-1.2858644	-0.1011421	0.7899954	1.3403568	18.4326854
0.0946425	-1.3286844	-0.1304016	0.0070370	1.3420804	18.6634733
0.0829414	-1.3520889	-0.1013951	-0.7752379	1.3642001	18.9042240
0.0901170	-1.3455028	-0.0961840	-1.5268837	1.3750097	19.0799364
0.1022501	-1.3053176	-0.1089028	-2.3042873	1.4148753	19.2030709
0.0771815	-1.3216082	-0.1069223	-3.0791749	1.4213954	19.3810540
0.0347273	-1.3465021	-0.1154480	-4.0842799	1.4565659	19.6009393
0.0252648	-1.3663317	-0.1257207	-4.9412357	1.5020331	19.7509736
0.0252106	-1.3023395	-0.1278623	-5.8808507	1.4383910	19.8192022
0.0249807	-1.5619061	-0.1085700	-6.8401330	1.5040587	19.8930037
0.0097647	-1.8115326	-0.1041874	-7.3999142	1.5425273	19.7875142
-0.0033517	-2.0671095	-0.1151388	-7.9010502	1.5972051	19.6213402
-0.0167261	-2.3067832	-0.1042660	-8.2122833	1.6139437	19.5334960
-0.0283202	-2.5242892	-0.1030244	-8.5373793	1.6498562	19.2791026
-0.0521847	-2.7503840	-0.1039036	-8.6627156	1.6282382	19.0301402
-0.0837912	-2.9389041	-0.0872427	-8.9754921	1.7241372	18.2678187
-0.0464276	-2.9350540	-0.0764206	-9.1954591	1.8009096	17.5125030
-0.0597990	-2.9124294	-0.0880739	-9.3076617	1.8920918	16.7668855
-0.0702699	-2.9179038	-0.1097039	-9.3779504	1.9734516	15.9867246
-0.0847655	-2.9801588	-0.1118175	-9.4623660	2.0596109	15.2222118
-0.0680438	-2.9363793	-0.1604663	-9.5480305	2.1619056	14.4450550
-0.0932403	-3.0017717	-0.1513423	-9.6410860	2.2367115	13.6604876
-0.0609667	-2.9141349	-0.0921991	-9.7005379	2.3058885	12.9128679
-0.0683415	-2.9077795	-0.1863068	-9.8103425	2.4279330	12.1532392
-0.0870601	-2.9597329	-0.1797445	-9.9455409	2.4911593	11.4111359
-0.1005425	-2.9375275	-0.1965135	-10.0627072	2.5585835	10.8614820
-0.1112924	-2.9317620	-0.1662181	-10.1664857	2.6160238	10.1208363
-0.1194102	-2.8810884	-0.2066151	-10.2759940	2.6915263	9.5692190
-0.1166080	-2.9514568	-0.1590455	-10.3989484	2.7580847	8.8226575
-0.1297591	-2.9738353	-0.1656080	-10.5343464	2.8185888	8.0720409
-0.1210984	-2.9328422	-0.1470077	-10.7140419	2.8669352	7.2886199
-0.1269764	-2.9600917	-0.1494848	-10.8321210	2.9582878	6.4897303
-0.0987435	-2.9672526	-0.1498795	-10.9509527	3.0161708	5.7063814
-0.1149275	-2.9481729	-0.0953392	-11.0545300	3.0674902	4.9529658
-0.1267527	-2.9798952	-0.1256483	-11.1847280	3.1304537	4.2037809
-0.1304558	-2.9693173	-0.1127828	-11.2579022	3.1436254	3.4545294
-0.1207715	-2.9669897	-0.0900343	-11.4264143	3.2269349	2.6821342
-0.1209769	-2.9564895	-0.1153033	-11.5070701	3.2988336	1.9151961
-0.1448621	-2.9695833	-0.1263819	-11.6667612	3.3764475	1.1772140
