0	-0	0	0	0	0	0
1	0.77146	-0.00984809	0.0194091	0.00119657	0.0516369	0.00130817
2	1.614	-0.0707696	0.0275366	0.0113312	0.0741387	0.00505722
3	2.41358	-0.130991	0.0339501	0.000154088	0.0869302	0.00746458
4	3.21386	-0.198912	0.040799	-0.00107111	0.0947782	0.00676827
5	4.02311	-0.286323	0.0468111	0.00901642	0.101726	0.00914237
6	4.80861	-0.373424	0.0663944	0.0112196	0.109208	0.00689399
7	5.58171	-0.459534	0.0811393	0.0090821	0.111888	0.00435638
8	6.36088	-0.527272	0.110168	0.000281605	0.0533712	0.00229222
9	7.13125	-0.576235	0.133454	0.00376237	0.0543968	0.0152184
10	7.89524	-0.606941	0.151992	0.00518559	0.0537178	0.00587614
11	8.65508	-0.633496	0.167304	-0.00573312	0.0540621	-0.00114562
12	9.42725	-0.633967	0.17295	-0.0122506	0.00449796	-0.0144227
13	10.2045	-0.627589	0.176296	-0.0107359	0.0136564	-0.0166069
14	10.9703	-0.645614	0.183883	-0.0158566	0.0247699	-0.0136007
15	11.7526	-0.653519	0.185739	-0.00761904	0.0368111	-0.0149585
16	12.5114	-0.67996	0.183721	-0.0163393	0.0513521	-0.0178024
17	13.2708	-0.732127	0.179375	-0.0284375	0.0693661	-0.00504706
18	14.0641	-0.78452	0.168826	-0.0231871	0.0316582	-0.00201516
19	14.8401	-0.80589	0.157397	-0.0401351	0.0257216	0.00384955
20	15.6223	-0.827117	0.147229	-0.0260611	0.0383242	0.00786294
21	16.428	-0.849732	0.122014	-0.0366965	0.0452865	0.00356393
22	17.2311	-0.877502	0.0521012	-0.032034	0.0534315	0.000242063
23	17.9974	-0.922338	0.0819015	-0.0350952	0.0628069	0.00111511
24	18.7884	-0.964422	0.0943005	-0.0367101	0.0672885	0.000316385
25	19.6063	-0.967845	0.108933	-0.0446331	-0.0200363	-0.0101628
26	20.3505	-0.938408	0.0982528	-0.0457417	-0.0273725	-0.013816
