0	-0	0	0	0	0	0
1	0.717709	0.023653	0.000791836	4.53771e-05	-0.0100434	0.000219661
2	1.4836	0.0459508	0.00110324	0.00375613	0.00156846	0.000108152
3	2.22662	0.0575488	-0.00236266	-0.000118137	0.00560458	0.00112848
4	2.99942	0.109376	-0.00268548	-0.00138994	-0.0607114	0.00153082
5	3.76284	0.179933	-0.00416219	-0.00785476	-0.0737216	-0.00197903
6	4.50561	0.250483	-0.0106049	-0.00494445	-0.0870272	0.00195155
7	5.25885	0.348369	-0.0207037	-0.00373258	-0.0904567	5.34367e-06
8	6.01201	0.423586	-0.0317668	-0.0114693	-0.0616102	-0.00474206
9	6.73786	0.493489	-0.0816133	-0.00916345	-0.019213	-0.00752119
10	7.52061	0.525462	-0.131114	-0.00491781	-0.00462143	-0.00763285
11	8.28027	0.552359	-0.184248	-0.00480462	-0.00415712	-0.00499577
12	9.0566	0.592047	-0.231003	-0.00421633	0.000563487	-0.00896477
13	9.84676	0.603975	-0.287462	-0.0076544	0.0233602	-0.00643875
14	10.597	0.614645	-0.341854	-0.00878918	0.0198563	-0.0072893
15	11.3419	0.63233	-0.40485	-0.0124285	0.00525045	-0.00934283
16	12.0644	0.658892	-0.457179	-0.00963192	0.0179867	-0.00978222
17	12.8207	0.689392	-0.509585	-0.000148294	-0.00284572	-0.0148027
18	13.606	0.76244	-0.563259	-0.00484299	-0.053363	-0.0172767
19	14.3644	0.828537	-0.620794	-0.00661723	-0.0341303	-0.0181207
20	15.1227	0.859605	-0.674689	-0.000331754	0.00904209	-0.0216568
21	15.8761	0.875099	-0.727494	-0.000305743	0.0124996	-0.0236281
22	16.6303	0.920598	-0.788132	-0.00991927	-0.030206	-0.0274219
23	17.398	0.965509	-0.836901	-0.0155174	-0.0169854	-0.0239493
24	18.1524	0.992621	-0.898391	-0.0172462	0.00141955	-0.0233657
25	18.9508	1.01014	-0.949394	-0.00777268	0.00341221	-0.0265214
26	19.7187	1.05311	-1.01295	-0.0109884	-0.0142579	-0.0243717
27	20.4974	1.10116	-1.06879	-0.00926517	-0.020006	-0.0290038
28	21.2756	1.12725	-1.12995	-0.00494527	0.00267142	-0.0273517
29	22.0489	1.15186	-1.18367	-0.00461404	0.00768923	-0.0289847
30	22.817	1.16838	-1.23744	-0.000432872	0.0115522	-0.0265059
31	23.5625	1.22179	-1.29601	-0.00655797	-0.0326722	-0.0330307
32	24.3291	1.28041	-1.3489	-0.0121086	-0.028236	-0.0328963
33	25.1056	1.33351	-1.41027	-0.00870205	-0.0269973	-0.0358878
34	25.8562	1.38423	-1.46465	-0.00410018	-0.0338267	-0.0362739
35	26.6261	1.41908	-1.5214	-0.00491391	-0.00596433	-0.0338537
36	27.3992	1.47135	-1.58105	-0.0121422	-0.026896	-0.040461
37	28.1691	1.52334	-1.64136	-0.0100411	-0.0182981	-0.0400422
38	28.9448	1.55918	-1.70028	-0.0045772	-0.00723278	-0.0380409
39	29.7185	1.59851	-1.75721	-0.00397505	-0.010447	-0.0375556
40	30.4816	1.64216	-1.81232	-0.00533751	-0.004673	-0.0386617
41	31.2576	1.66729	-1.87813	-0.0155774	0.0129887	-0.0409918
42	32.0148	1.68483	-1.94302	-0.0115041	0.00921706	-0.0399874
43	32.7875	1.71879	-2.01002	-0.00859192	0.00274759	-0.0435717
44	33.5849	1.75735	-2.07336	-0.00964632	-0.00585813	-0.0466306
45	34.3576	1.79226	-2.12303	-0.00916027	-0.010879	-0.0432233
46	35.1712	1.82647	-2.18916	-0.00663795	-0.000945074	-0.0412626
47	35.9425	1.85331	-2.24288	-0.00335104	-0.00838991	-0.0405063
48	36.7145	1.89916	-2.29822	-0.00557385	-0.0203254	-0.0382246
49	37.4756	1.96585	-2.35753	-0.00686819	-0.0466163	-0.0486632
50	38.2648	2.02531	-2.41917	-0.0135301	-0.0355241	-0.0463005
51	39.0448	2.06766	-2.49803	-0.0133257	-0.00811462	-0.0462083
52	39.8212	2.09716	-2.55204	-0.00949795	-0.0136428	-0.0485639
53	40.583	2.12885	-2.61851	-0.00626489	-0.00229156	-0.0506844
54	41.3407	2.16465	-2.67405	-0.0110914	-0.000958424	-0.0535458
55	42.1072	2.2078	-2.73504	-0.00425899	-0.0185127	-0.0558939
56	42.8812	2.26032	-2.79373	-0.00571694	-0.0247175	-0.0599001
57	43.6668	2.30286	-2.85289	-0.00319223	-0.0219567	-0.0574294
58	44.3942	2.34316	-2.91309	-0.00300569	-0.0161186	-0.0643106
59	45.166	2.38572	-2.9708	-0.0116965	-0.0277051	-0.0636249
60	45.9194	2.43212	-3.03527	-0.00971611	-0.0228154	-0.0680165
61	46.6685	2.48362	-3.09609	-0.0105078	-0.0406189	-0.0670448
62	47.4109	2.5229	-3.15377	-0.00488956	-0.0302335	-0.061906
63	48.1888	2.57474	-3.21861	-0.00489158	-0.010311	-0.0679457
64	48.9496	2.59691	-3.2753	-0.0125295	-0.0108176	-0.0651361
65	49.737	2.62028	-3.31579	-0.00946166	-0.0255408	-0.0638493
66	50.5453	2.64085	-3.39905	-0.00673545	-0.03573	-0.0611137
67	51.3706	2.70423	-3.48728	-0.00476469	-0.0448385	-0.0617959
68	52.1459	2.74429	-3.58783	-0.000976126	-0.0330349	-0.062588
69	52.9299	2.76912	-3.64164	-0.00658443	0.018129	-0.0653368
70	53.6961	2.73005	-3.68003	-0.00245575	0.121455	-0.0631444
71	54.4311	2.53082	-3.70214	0.00343894	0.374964	-0.0688592
72	55.0642	2.17199	-3.70997	0.00336181	0.641507	-0.0666983
73	55.5953	1.59236	-3.75223	0.0159532	0.909832	-0.0759116
74	56.0595	0.841726	-3.84228	0.0366726	1.17754	-0.0904219
75	56.2441	0.0560233	-3.80206	0.0439352	1.41347	-0.0928202
76	56.3536	-0.729413	-3.78018	0.0408151	1.425	-0.090012
77	56.4757	-1.48427	-3.77621	0.0376482	1.41553	-0.0874817
78	56.5986	-2.22867	-3.76482	0.0412598	1.41305	-0.0926297
79	56.6989	-2.9881	-3.74786	0.0369771	1.46287	-0.0923024
80	56.785	-3.75455	-3.74439	0.034748	1.49053	-0.0935197
81	56.8349	-4.51104	-3.73534	0.0316071	1.52655	-0.0974228
82	56.8779	-5.24625	-3.71814	0.0358109	1.51898	-0.107413
83	56.9275	-5.99417	-3.69645	0.031652	1.48016	-0.107054
84	57.0074	-6.70844	-3.67976	0.0297965	1.46268	-0.104772
85	57.0944	-7.46204	-3.65692	0.0346337	1.4805	-0.115049
86	57.1626	-8.18898	-3.6461	0.0370171	1.4853	-0.112649
87	57.2335	-8.94099	-3.62335	0.0410432	1.49879	-0.114717
88	57.2849	-9.67781	-3.59628	0.0342579	1.53235	-0.111799
89	57.2768	-10.425	-3.54998	0.0403731	1.58195	-0.111289
90	57.2966	-11.1616	-3.5416	0.03851	1.57161	-0.114876
91	57.3223	-11.9096	-3.51308	0.0489939	1.54494	-0.126212
92	57.3476	-12.6752	-3.47149	0.0366839	1.55588	-0.117683
93	57.3563	-13.4275	-3.43311	0.0472836	1.5692	-0.122703
94	57.3533	-14.1655	-3.38054	0.0446878	1.57612	-0.117815
95	57.3554	-14.9149	-3.33594	0.0523229	1.57428	-0.120751
96	57.3358	-15.6322	-3.30836	0.0477438	1.57239	-0.112457
97	57.3723	-16.3812	-3.27109	0.0414764	1.53893	-0.120049
98	57.3964	-17.1271	-3.22252	0.0462342	1.54718	-0.118798
99	57.4153	-17.8719	-3.16877	0.0459269	1.55112	-0.117442
100	57.4254	-18.6431	-3.12468	0.0545589	1.56948	-0.122499
101	57.441	-19.3774	-3.08559	0.0524112	1.56773	-0.121365
102	57.4481	-20.1266	-3.03276	0.0433802	1.56055	-0.116608
103	57.4547	-20.8585	-2.98616	0.0557107	1.57806	-0.12735
104	57.4472	-21.6067	-2.92937	0.0634036	1.58622	-0.127681
105	57.4466	-22.3539	-2.86795	0.0566282	1.58908	-0.126699
106	57.4317	-23.1159	-2.80405	0.0458053	1.59427	-0.117308
107	57.4559	-23.8597	-2.75256	0.0445758	1.5368	-0.126083
108	57.4968	-24.6016	-2.69445	0.0416192	1.51831	-0.1321
109	57.5374	-25.3557	-2.63664	0.0432967	1.53553	-0.136312
110	57.563	-26.115	-2.57323	0.044834	1.55405	-0.134864
111	57.5721	-26.8784	-2.49853	0.0520575	1.57455	-0.140818
112	57.5758	-27.6287	-2.42681	0.0539532	1.57495	-0.139669
113	57.5819	-28.3519	-2.35907	0.0539865	1.57653	-0.139826
114	57.5745	-29.1016	-2.28403	0.055318	1.58001	-0.136022
115	57.5723	-29.8449	-2.1971	0.0517012	1.58575	-0.133842
116	57.581	-30.6109	-2.12931	0.0471447	1.56348	-0.135089
117	57.6044	-31.3744	-2.05444	0.0438895	1.55511	-0.140506
118	57.6211	-32.1157	-1.98634	0.0478931	1.53082	-0.139688
119	57.6931	-32.851	-1.91003	0.043882	1.47722	-0.140783
120	57.7732	-33.5998	-1.83974	0.0462622	1.48602	-0.14529
121	57.8538	-34.3562	-1.76888	0.0467779	1.47291	-0.147286
122	57.933	-35.0968	-1.69672	0.0555552	1.49337	-0.146121
123	57.9871	-35.8428	-1.62224	0.0549317	1.52385	-0.145985
124	58.0212	-36.6028	-1.54268	0.0523671	1.52854	-0.138443
125	58.1053	-37.3669	-1.46873	0.0495545	1.46811	-0.140792
126	58.1919	-38.104	-1.39021	0.049136	1.49117	-0.145548
127	58.2498	-38.8352	-1.31549	0.0610178	1.50951	-0.147463
128	58.2953	-39.5772	-1.22482	0.061962	1.53106	-0.144009
129	58.3223	-40.3213	-1.12471	0.0644719	1.56507	-0.14739
130	58.3118	-41.0599	-1.03199	0.0672778	1.59302	-0.143583
131	58.3065	-41.7915	-0.941632	0.0713464	1.58284	-0.153321
132	58.3208	-42.5199	-0.847175	0.0643009	1.55394	-0.154568
133	58.3526	-43.2714	-0.744911	0.0593706	1.5446	-0.149255
134	58.3261	-43.9649	-0.653754	0.0685549	1.60642	-0.14484
135	58.2918	-44.67	-0.554027	0.0657085	1.64367	-0.147276
136	58.2332	-45.3945	-0.428958	0.0719219	1.67501	-0.146845
137	58.138	-46.1136	-0.312485	0.0795156	1.70991	-0.150519
138	58.0231	-46.8243	-0.204961	0.083689	1.76656	-0.157512
139	57.8908	-47.5088	0.041762	0.0680654	1.81859	-0.141805
140	57.6953	-48.1895	0.261939	0.0640663	1.87525	-0.130767
141	57.4403	-48.7993	0.653082	0.0269927	1.90894	-0.0968787
142	57.1945	-49.5135	0.79463	0.0177603	1.90282	-0.0805965
143	56.8716	-50.203	0.889139	0.0120386	1.96565	-0.0722399
144	56.4188	-50.9325	0.883745	0.0245452	1.93385	-0.0889086
145	56.1745	-51.6315	0.874438	0.0379566	1.94954	-0.0958824
146	55.8568	-52.3501	1.06742	0.0112712	2.04252	-0.0862035
147	55.5152	-53.028	1.42808	-0.045323	2.17728	-0.038443
148	55.1862	-53.457	1.42641	-0.0586931	2.27053	-0.0212187
149	54.6217	-54.0051	1.45378	-0.0518033	2.45202	-0.0293252
150	53.9807	-54.2443	1.17233	-0.00173238	2.61425	-0.129336
151	53.2807	-54.5181	1.20998	0.0302975	2.83759	-0.143448
152	52.5104	-54.642	1.28887	0.0452958	3.03096	-0.133939
153	51.7061	-54.662	1.35176	0.0546771	3.10539	-0.136433
154	50.9161	-54.6774	1.42974	0.0596694	3.10857	-0.143596
155	50.1549	-54.6997	1.495	0.0559264	3.0915	-0.141475
156	49.4101	-54.7316	1.56221	0.05448	3.08145	-0.139704
157	48.6281	-54.7693	1.62106	0.0451898	3.07316	-0.142085
158	47.8431	-54.7821	1.6882	0.052837	3.11062	-0.145045
159	47.0244	-54.7823	1.76488	0.0605492	3.11959	-0.150199
160	46.2335	-54.8021	1.83384	0.0503661	3.0968	-0.145884
161	45.4647	-54.8373	1.8978	0.0421961	3.06688	-0.137852
162	44.6818	-54.89	1.96639	0.0440714	3.077	-0.138717
163	43.9029	-54.9115	2.03042	0.0441108	3.10196	-0.141686
164	43.1562	-54.9106	2.09116	0.0449533	3.10329	-0.1488
165	42.3534	-54.9652	1.90809	0.0374533	3.10458	-0.138342
166	41.7088	-54.972	1.97059	0.0315368	3.11549	-0.140544
167	40.9435	-54.982	2.03478	0.0311234	3.13605	-0.134342
168	40.1629	-54.9757	2.09906	0.0304336	3.13465	-0.147386
169	39.341	-54.9288	2.15511	-0.0430038	-3.0498	0.143296
170	38.5508	-54.788	2.20739	-0.0395507	-2.94154	0.12608
171	37.7752	-54.6208	2.26553	-0.0416062	-2.91961	0.117557
172	37.0317	-54.4058	2.29232	-0.045347	-2.86848	0.125686
173	36.2724	-54.1629	2.34974	-0.0446659	-2.84744	0.131483
174	35.5268	-53.9898	2.40284	-0.0395371	-2.95937	0.132975
175	34.7507	-53.9076	2.46345	-0.0320368	-3.07812	0.145796
176	33.9626	-53.9066	2.52497	0.0329974	3.10491	-0.145142
177	33.2052	-53.9357	2.56592	0.0298193	3.07065	-0.157508
178	32.4539	-53.9923	2.63023	0.026528	3.07314	-0.149141
179	31.7135	-54.0165	2.69229	0.0354136	3.08523	-0.152683
180	30.9488	-54.078	2.75434	0.0337357	3.06505	-0.136066
181	30.203	-54.1387	2.8061	0.0261849	3.04533	-0.130592
182	29.4289	-54.2081	2.86388	0.0226852	3.03958	-0.135642
183	28.6763	-54.286	2.87836	0.0232026	3.04005	-0.15681
