-0	0	-0	0	0	-0
-0.00159064	0.0776051	0.0788328	4.33002e-05	0.000117749	0.0154983
0.000555006	0.154606	0.160541	0.000102562	-0.000322142	0.0317156
0.00266048	0.227415	0.241753	-7.50292e-05	-0.000492171	0.0476438
0.00547642	0.289807	0.319717	0.000326098	0.000519815	0.0632262
0.0116617	0.354803	0.400203	0.000289936	-0.000523303	0.0791983
0.0181029	0.401797	0.48008	0.000877507	0.000105472	0.0947326
0.0234377	0.442448	0.559733	0.00056547	0.000174745	0.11067
0.0334957	0.475493	0.638453	0.000990345	-0.000411116	0.126045
0.0423939	0.494321	0.717213	0.000668842	-0.000605298	0.14188
0.055438	0.500991	0.7975	0.000782279	-0.000822828	0.157792
0.067738	0.494316	0.876721	0.000705084	-0.000829583	0.173578
0.0821926	0.477389	0.955659	0.000710741	-0.00116714	0.189509
0.0966115	0.447468	1.03092	0.000878927	-0.0011933	0.204496
0.111929	0.406668	1.1112	0.000724816	-0.00120587	0.220593
0.128324	0.353304	1.18901	0.000874836	-0.000577455	0.236221
0.147938	0.295071	1.26782	0.00061015	-0.000792449	0.252097
0.16551	0.22958	1.34459	0.000866167	-0.00155553	0.267655
0.186017	0.155887	1.42067	0.00116179	-0.000916281	0.282968
0.209062	0.0816671	1.49521	0.00170288	-0.00173468	0.298369
0.230896	-4.09662e-05	1.57635	0.0011727	-0.000728008	0.314809
0.257275	-0.0757963	1.65081	0.000963892	-0.00122789	0.330411
0.282107	-0.153678	1.72657	0.00122902	-0.00102417	0.345888
0.309845	-0.224174	1.80255	0.000939441	-0.00131731	0.361777
0.336815	-0.29018	1.87672	0.000871275	-0.00143422	0.377341
0.36509	-0.350311	1.95122	0.00116455	-0.00166128	0.393003
0.396832	-0.398007	2.0249	0.000655025	-0.00216084	0.408761
0.429024	-0.441328	2.09941	0.00114089	-0.00161855	0.424725
0.460119	-0.470136	2.17228	0.000190149	-0.00180073	0.440176
0.495155	-0.490468	2.24689	0.000799581	-0.00152069	0.456316
0.527781	-0.496803	2.31579	0.000825621	-0.00146662	0.471323
0.568911	-0.491271	2.38866	0.000680737	-0.00113861	0.487708
0.603793	-0.472572	2.45803	0.00109574	-0.00160202	0.502965
0.641354	-0.441841	2.52977	0.000866835	-0.00177672	0.518834
0.681641	-0.403475	2.59868	0.00102416	-0.00111541	0.534462
0.725644	-0.350079	2.66778	0.0011108	-0.00165227	0.550453
0.767345	-0.293744	2.73481	0.00141258	-0.00111132	0.565942
0.808825	-0.226505	2.8031	0.00144537	-0.0011458	0.581777
0.854066	-0.152328	2.86831	0.00115117	-0.000993546	0.597168
0.902028	-0.0785935	2.93736	0.0017599	-0.00102948	0.613389
0.947666	0.00276039	3.00204	0.00127108	-0.00137262	0.629195
0.991237	0.0807259	3.06646	0.0012747	-0.0014135	0.644411
1.04188	0.156902	3.13029	0.0010643	-0.00164574	0.660317
1.09331	0.229382	3.19391	0.00123349	-0.00152765	0.676335
1.13817	0.296975	3.25568	0.00128429	-0.00142382	0.691134
1.19045	0.354057	3.31865	0.00164076	-0.00102869	0.707239
1.24425	0.406121	3.37955	0.00161411	-0.00128285	0.723139
1.29906	0.445903	3.43959	0.001584	-0.00103293	0.73907
1.34948	0.478559	3.4987	0.00153273	-0.00153459	0.754246
1.40657	0.49514	3.55707	0.00131012	-0.000948197	0.770417
1.46045	0.500652	3.61516	0.00145255	-0.00107044	0.786062
1.51971	0.494716	3.67326	0.00200624	-0.00148169	0.802038
1.57468	0.47871	3.72633	0.00125954	-0.00166536	0.817355
1.63181	0.449225	3.78178	0.000717838	-0.00141948	0.833175
1.69403	0.405159	3.83622	0.00185152	-0.00132911	0.849096
1.753	0.354692	3.88959	0.00142847	-0.00114853	0.864838
1.81314	0.293666	3.93991	0.00164543	-0.000926793	0.880243
1.87682	0.226562	3.99144	0.00150225	-0.000894685	0.896418
1.9371	0.155598	4.0402	0.00106792	-0.00113598	0.911617
2.00162	0.0768176	4.09024	0.00156313	-0.000550571	0.927769
2.06603	-0.000184143	4.13883	0.00201746	-0.00106882	0.943478
2.13058	-0.0776835	4.18413	0.00135902	-0.00100477	0.959084
2.19615	-0.154271	4.23085	0.00141726	-0.000883624	0.975128
2.26105	-0.229313	4.27583	0.00147042	-0.000583204	0.9905
2.33008	-0.297204	4.31703	0.00221033	-0.000483043	1.00633
2.39624	-0.358114	4.35942	0.00234722	-0.000172498	1.02181
2.46683	-0.410591	4.40233	0.00201837	0.000223654	1.03807
2.53445	-0.450173	4.44392	0.00189053	-0.000143678	1.05367
2.603	-0.478656	4.48213	0.00243268	-0.000809456	1.06921
2.67483	-0.499111	4.51872	0.00200855	-4.68619e-05	1.08498
2.74599	-0.503791	4.55607	0.00212672	-0.000301408	1.10084
