-0	0	-0	0	0	-0
-0.000697317	0.0755967	0.0792915	8.17893e-05	0.000652997	0.0155294
0.00148338	0.150483	0.161194	0.000111874	0.00076551	0.0317134
0.00419962	0.222666	0.242112	-4.15584e-05	0.000721879	0.0474949
0.00733799	0.285004	0.319374	0.00028716	0.00183605	0.0628991
0.0135879	0.349608	0.398153	0.00023055	0.000959061	0.0784858
0.0206091	0.422294	0.47413	0.000259186	-0.00399044	0.0932484
0.0264947	0.463626	0.558225	-6.36465e-05	-0.00402215	0.109942
0.0370892	0.497157	0.641012	0.000520671	-0.00476414	0.12597
0.0460332	0.515217	0.719348	0.000202388	-0.00469213	0.141662
0.0589394	0.522474	0.79881	0.000314087	-0.00501025	0.157331
0.0709711	0.515289	0.878165	0.000226635	-0.00486083	0.173061
0.0852765	0.497964	0.957332	0.000255814	-0.00510648	0.188947
0.0997503	0.467578	1.03287	0.000390896	-0.00504387	0.203949
0.115273	0.427873	1.11346	0.000190724	-0.00539306	0.220063
0.131631	0.373623	1.19164	0.000277334	-0.00454295	0.235738
0.151603	0.314925	1.27093	9.19187e-05	-0.00470837	0.251698
0.169406	0.249648	1.34803	0.000352593	-0.00559601	0.26731
0.19012	0.177357	1.42416	0.000623316	-0.00531502	0.282645
0.213355	0.10565	1.49866	0.00115372	-0.00682439	0.298028
0.235093	0.0237316	1.58	0.000698684	-0.0058237	0.314493
0.261583	-0.0520592	1.65456	0.000470472	-0.00634697	0.330128
0.286172	-0.130421	1.73027	0.000769996	-0.0060401	0.34557
0.313709	-0.200748	1.80624	0.000577332	-0.0064531	0.361441
0.340584	-0.267549	1.88041	0.000547324	-0.00639065	0.377003
0.368749	-0.327776	1.95497	0.000961752	-0.00670359	0.392641
0.400308	-0.375823	2.02859	0.000533194	-0.00718463	0.408358
0.432258	-0.420054	2.10302	0.00106917	-0.00642439	0.424289
0.463236	-0.449001	2.17596	0.000191695	-0.00661338	0.439734
0.498018	-0.469104	2.25078	0.000884089	-0.00647942	0.455877
0.530563	-0.475539	2.31976	0.00109902	-0.00651266	0.470877
0.571486	-0.469931	2.39304	0.00100194	-0.00625536	0.487299
0.606436	-0.451177	2.46251	0.00145562	-0.0067257	0.502573
0.64389	-0.420011	2.5344	0.00120127	-0.0070046	0.518451
0.683957	-0.380844	2.60326	0.00144549	-0.00657429	0.53404
0.727992	-0.327041	2.67254	0.00141205	-0.00722002	0.550034
0.769627	-0.270924	2.73961	0.00169145	-0.00665802	0.565513
0.811329	-0.204604	2.80793	0.00172586	-0.00646298	0.581336
0.856754	-0.130535	2.87322	0.00143146	-0.00634739	0.59673
0.904917	-0.0570745	2.94248	0.00205397	-0.00639425	0.612972
0.950931	0.0224203	3.00736	0.00160142	-0.00626125	0.628822
0.994685	0.0994862	3.07186	0.0015922	-0.00611387	0.644027
1.04554	0.175441	3.13589	0.00137787	-0.00628495	0.659963
1.09725	0.247303	3.19976	0.00159024	-0.00606036	0.676009
1.14258	0.314643	3.26157	0.001658	-0.00592337	0.690825
